ENTITY,NAME,PUBLIC,PUBLIC NAME,CATEGORY,SHARED,FIELD NAME,FIELD LABEL,FIELD TYPE,ENUM VALUES,MANDATORY,FOREIGN KEY,ALLOW EDIT,ALLOW EDIT ON CREATE,ORIGIN FIELD,ORIGIN TABLE
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,CustomerAccount,Customer account,String (20),,Yes,No,Yes,Yes,AccountNum,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PartyType,Record type,String (13),,No,No,Yes,Yes,PartyType,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,OrganizationName,Organization name,String (100),,Yes,No,Yes,Yes,Name,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,NameAlias,Search name,String (20),,No,No,Yes,Yes,NameAlias,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,KnownAs,Known as,String (100),,No,No,Yes,Yes,KnownAs,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,CustomerGroupId,Customer group,String (10),,Yes,No,Yes,Yes,CustGroup,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,OrganizationNumber,Organization number,String (25),,No,No,Yes,Yes,OrganizationNumber,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,OrganizationNumberOfEmployees,Number of employees,Integer,,No,No,Yes,Yes,OrganizationNumOfEmployees,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,OrganizationABCCode,ABC code,Enum,0-None | 1-A | 2-B | 3-C,No,No,Yes,Yes,OrganizationABCCode,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,OrganizationPhoneticName,Phonetic name,String (100),,No,No,Yes,Yes,OrganizationPhoneticName,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PersonInitials,Initials,String (10),,No,No,Yes,Yes,PersonInitials,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PersonFirstName,First name,String (25),,No,No,Yes,Yes,PersonFirstName,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PersonMiddleName,Middle name,String (25),,No,No,Yes,Yes,PersonMiddleName,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PersonLastNamePrefix,Last name prefix,String (25),,No,No,Yes,Yes,PersonLastNamePrefix,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PersonLastName,Last name,String (25),,No,No,Yes,Yes,PersonLastName,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PersonProfessionalTitle,Professional title,String (50),,No,No,Yes,Yes,PersonProfessionalTitle,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PersonProfessionalSuffix,Professional suffix,String (50),,No,No,Yes,Yes,PersonProfessionalSuffix,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PersonPhoneticFirstName,Phonetic first,String (25),,No,No,Yes,Yes,PersonPhoneticFirstName,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PersonPhoneticLastName,Phonetic last,String (25),,No,No,Yes,Yes,PersonPhoneticLastName,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PersonPhoneticMiddleName,Phonetic middle,String (25),,No,No,Yes,Yes,PersonPhoneticMiddleName,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PersonGender,Gender,Enum,0-Unknown | 1-Male | 2-Female | 3-Non-Specific,No,No,Yes,Yes,PersonGender,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PersonMaritalStatus,Marital status,Enum,0-None | 1-Single | 2-Married | 3-Divorced | 4-Widowed,No,No,Yes,Yes,PersonMaritalStatus,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PersonAnniversaryDay,Anniversary day,Integer,,No,No,Yes,Yes,PersonAnniversaryDay,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PersonAnniversaryMonth,Anniversary month,Enum,0-None | 1-January | 2-February | 3-March | 4-April | 5-May | 6-June | 7-July | 8-August | 9-September | 10-October | 11-November | 12-December,No,No,Yes,Yes,PersonAnniversaryMonth,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PersonAnniversaryYear,Anniversary year,Integer,,No,No,Yes,Yes,PersonAnniversaryYear,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PersonChildrenNames,Children,String (150),,No,No,Yes,Yes,PersonChildrenNames,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PersonHobbies,Hobbies,String (150),,No,No,Yes,Yes,PersonHobbies,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PartyNumber,Party ID,String (40),,No,No,No,Yes,PartyNumber,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,AddressBooks,Address books,String (100),,No,No,Yes,Yes,AddressBooks,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,LanguageId,Language,String (7),,No,No,Yes,Yes,LanguageId,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,FullPrimaryAddress,Address,String (250),,No,No,No,No,Address,LogisticsPostalAddressBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,AddressDescription,Name or description,String (60),,No,No,Yes,Yes,Description,LogisticsPostalAddressBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,AddressZipCode,ZIP/postal code,String (10),,No,No,Yes,Yes,ZipCode,LogisticsPostalAddressBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,AddressCity,City,String (60),,No,No,Yes,Yes,City,LogisticsPostalAddressBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,AddressCountryRegionId,Country/region,String (10),,Yes,No,Yes,Yes,CountryRegionId,LogisticsPostalAddressBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,AddressCountryRegionISOCode,Country/region ISO,String (2),,No,No,Yes,Yes,CountryRegionISOCode,LogisticsPostalAddressBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,AddressCounty,County,String (10),,No,No,Yes,Yes,County,LogisticsPostalAddressBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,AddressDistrictName,District,String (60),,No,No,Yes,Yes,DistrictName,LogisticsPostalAddressBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,AddressLatitude,Latitude,Real,,No,No,Yes,Yes,Latitude,LogisticsPostalAddressBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,AddressLocationId,Location ID,String (30),,No,No,Yes,Yes,LocationId,LogisticsPostalAddressBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,AddressLocationRoles,Address role,String (100),,No,No,Yes,Yes,AddressLocationRoles,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,AddressLongitude,Longitude,Real,,No,No,Yes,Yes,Longitude,LogisticsPostalAddressBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,AddressState,State,String (10),,No,No,Yes,Yes,State,LogisticsPostalAddressBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,AddressStreet,Street,String (250),,No,No,Yes,Yes,Street,LogisticsPostalAddressBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,AddressStreetNumber,Street number,String (20),,No,No,Yes,Yes,StreetNumber,LogisticsPostalAddressBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,AddressBuildingComplement,Building complement,String (60),,No,No,Yes,Yes,BuildingCompliment,LogisticsPostalAddressBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,AddressValidFrom,Effective,UtcDateTime,,No,No,Yes,Yes,ValidFrom,LogisticsPostalAddressBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,AddressValidTo,Expiration,UtcDateTime,,No,No,Yes,Yes,ValidTo,LogisticsPostalAddressBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,AddressBrazilianCNPJOrCPF,CNPJ/CPF,String (20),,No,No,Yes,Yes,CNPJCPFNum_BR,LogisticsLocationExt
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,AddressBrazilianIE,IE,String (20),,No,No,Yes,Yes,IENum_BR,LogisticsLocationExt
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PrimaryContactEmail,Primary email,String (255),,No,No,Yes,Yes,PrimaryContactEmail,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PrimaryContactEmailDescription,Primary email description,String (60),,No,No,Yes,Yes,PrimaryContactEmailDescription,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PrimaryContactEmailIsIM,Email is instant message,Enum,0-No | 1-Yes,No,No,Yes,Yes,PrimaryContactEmailIsIM,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PrimaryContactEmailPurpose,Primary email purpose,String (100),,No,No,Yes,Yes,PrimaryContactEmailPurpose,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PrimaryContactFax,Primary fax,String (255),,No,No,Yes,Yes,PrimaryContactFax,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PrimaryContactFaxDescription,Primary fax description,String (60),,No,No,Yes,Yes,PrimaryContactFaxDescription,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PrimaryContactFaxExtension,Primary fax extension,String (10),,No,No,Yes,Yes,PrimaryContactFaxExtension,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PrimaryContactFaxPurpose,Primary fax purpose,String (100),,No,No,Yes,Yes,PrimaryContactFaxPurpose,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PrimaryContactPhone,Primary phone,String (255),,No,No,Yes,Yes,PrimaryContactPhone,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PrimaryContactPhoneDescription,Primary phone description,String (60),,No,No,Yes,Yes,PrimaryContactPhoneDescription,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PrimaryContactPhoneExtension,Primary phone extension,String (10),,No,No,Yes,Yes,PrimaryContactPhoneExtension,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PrimaryContactPhoneIsMobile,Phone is mobile,Enum,0-No | 1-Yes,No,No,Yes,Yes,PrimaryContactPhoneIsMobile,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PrimaryContactPhonePurpose,Primary phone purpose,String (100),,No,No,Yes,Yes,PrimaryContactPhonePurpose,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PrimaryContactTelex,Primary telex,String (255),,No,No,Yes,Yes,PrimaryContactTelex,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PrimaryContactTelexDescription,Primary telex description,String (60),,No,No,Yes,Yes,PrimaryContactTelexDescription,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PrimaryContactTelexPurpose,Primary telex purpose,String (100),,No,No,Yes,Yes,PrimaryContactTelexPurpose,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PrimaryContactURL,Primary URL,String (255),,No,No,Yes,Yes,PrimaryContactURL,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PrimaryContactURLDescription,Primary URL description,String (60),,No,No,Yes,Yes,PrimaryContactURLDescription,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PrimaryContactURLPurpose,Primary URL purpose,String (100),,No,No,Yes,Yes,PrimaryContactURLPurpose,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PrimaryContactFacebook,Primary Facebook,String (255),,No,No,Yes,Yes,PrimaryContactFacebook,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PrimaryContactFacebookDescription,Primary Facebook description,String (60),,No,No,Yes,Yes,PrimaryContactFacebookDescription,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PrimaryContactFacebookPurpose,Primary Facebook purpose,String (100),,No,No,Yes,Yes,PrimaryContactFacebookPurpose,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PrimaryContactLinkedIn,Primary LinkedIn,String (255),,No,No,Yes,Yes,PrimaryContactLinkedIn,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PrimaryContactLinkedInDescription,Primary LinkedIn description,String (60),,No,No,Yes,Yes,PrimaryContactLinkedInDescription,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PrimaryContactLinkedInPurpose,Primary LinkedIn purpose,String (100),,No,No,Yes,Yes,PrimaryContactLinkedInPurpose,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PrimaryContactTwitterDescription,Primary Twitter description,String (60),,No,No,Yes,Yes,PrimaryContactTwitterDescription,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PrimaryContactTwitter,Primary Twitter,String (255),,No,No,Yes,Yes,PrimaryContactTwitter,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PrimaryContactTwitterPurpose,Primary Twitter purpose,String (100),,No,No,Yes,Yes,PrimaryContactTwitterPurpose,DirPartyBaseEntity
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,IsOneTimeCustomer,One-time customer,Enum,0-No | 1-Yes,No,No,Yes,Yes,OneTimeCustomer,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,StatisticsGroupId,Statistics group,String (10),,No,No,Yes,Yes,StatisticsGroup,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,AccountStatement,Account statement,Enum,0-Always | 1-Quarter | 2-Biannually | 3-Annually | 4-Never,No,No,Yes,Yes,AccountStatement,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,IdentificationNumber,ID number,String (50),,No,No,Yes,Yes,IdentificationNumber,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PartyCountry,Country/region,String (10),,No,No,Yes,Yes,PartyCountry,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PartyState,State,String (10),,No,No,Yes,Yes,PartyState,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,VendorAccount,Vendor account,String (20),,No,No,Yes,Yes,VendAccount,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,FederalIndicator,Federal/Non-Federal indicator,Enum,0-None | 1-F - Federal | 2-N - Non Federal | 3-E - Non Federal Exception,No,No,Yes,Yes,FedNonFedIndicator,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,FederalAgencyLocationCode,Agency location code,String (12),,No,No,Yes,Yes,AgencyLocationCode,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,FederalComments,Comments,String (60),,No,No,Yes,Yes,FederalComments,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,IRS1099CIndicator,1099-C indicator,Enum,0-No | 1-Yes,No,No,Yes,Yes,IRS1099CIndicator,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,ContactPersonId,Primary contact,String (20),,No,No,Yes,Yes,ContactPersonId,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,LineOfBusinessId,Line of business,String (10),,No,No,Yes,Yes,LineOfBusinessId,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,EmployeeResponsibleNumber,Employee responsible,String (25),,No,No,Yes,Yes,,
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,MainContactWorker,Employee responsible,Int64,,No,Yes,Yes,Yes,MainContactWorker,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,SalesSegmentId,Segment,String (20),,No,No,Yes,Yes,SegmentId,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,SalesSubsegmentId,Subsegment,String (20),,No,No,Yes,Yes,SubsegmentId,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,SalesDistrict,Sales district,String (20),,No,No,Yes,Yes,SalesDistrictId,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,CompanyChain,Company chain,String (20),,No,No,Yes,Yes,CompanyChainId,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,SalesCurrencyCode,Currency,String (3),,Yes,No,Yes,Yes,Currency,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,SalesMemo,Note,VarString,,No,No,Yes,Yes,Memo,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,OnHoldStatus,Invoicing and delivery on hold,Enum,0-No | 1-Invoice | 2-All | 3-Payment | 4-Requisition | 5-Never,No,No,Yes,Yes,Blocked,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,CreditLimitIsMandatory,Mandatory credit limit,Enum,0-No | 1-Yes,No,No,Yes,Yes,MandatoryCreditLimit,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,CreditRating,Credit rating,String (10),,No,No,Yes,Yes,CreditRating,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,CreditLimit,Credit limit,Real,,No,No,Yes,Yes,CreditMax,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,CollectionsContactPersonId,Collections contact,String (20),,No,No,Yes,Yes,ContactPersonId,CustCollectionsContact
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,IsExcludedFromInterestChargeCalculation,Exclude interest charges,Enum,0-No | 1-Yes,No,No,Yes,Yes,CustExcludeInterestCharges,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,IsExcludedFromCollectionFeeCalculation,Exclude collection fees,Enum,0-No | 1-Yes,No,No,Yes,Yes,CustExcludeCollectionFee,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,ChargesGroupId,Charges group,String (10),,No,No,Yes,Yes,MarkupGroup,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,SiteId,Site,String (10),,No,No,Yes,Yes,InventSiteId,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,WarehouseId,Warehouse,String (10),,No,No,Yes,Yes,InventLocation,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,ItemCustomerGroupId,Item - customer group,String (10),,No,No,Yes,Yes,CustItemGroupId,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,CommissionCustomerGroupId,Commission group,String (10),,No,No,Yes,Yes,CommissionGroup,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,CommissionSalesGroupId,Sales group,String (10),,No,No,Yes,Yes,SalesGroup,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,SalesOrderPoolId,Sales order pool,String (10),,No,No,Yes,Yes,SalesPoolId,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,SalesAccountNumber,Account number,String (20),,No,No,Yes,Yes,OurAccountNum,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,OrderEntryDeadline,Order entry deadline,String (10),,No,No,Yes,Yes,OrderEntryDeadlineGroupId,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,MultiLineDiscountCode,Multiline discount,String (10),,No,No,Yes,Yes,MultiLineDisc,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,TotalDiscountCode,Total discount,String (10),,No,No,Yes,Yes,EndDisc,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,DiscountPriceGroupId,Price group,String (10),,No,No,Yes,Yes,PriceGroup,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,LineDiscountCode,Line discount,String (10),,No,No,Yes,Yes,LineDisc,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,CustomerRebateGroupId,Customer rebate group,String (20),,No,No,Yes,Yes,PdsCustRebateGroupId,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,CustomerTMAGroupId,Customer TMA group,String (10),,No,No,Yes,Yes,PdsRebateTMAGroup,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,SupplementaryItemGroupId,Supplementary item,String (10),,No,No,Yes,Yes,SuppItemGroupId,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PaymentTerms,Terms of payment,String (10),,No,No,Yes,Yes,PaymTermId,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PaymentMethod,Method of payment,String (10),,No,No,Yes,Yes,PaymMode,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PaymentSpecification,Payment specification,String (10),,No,No,Yes,Yes,PaymSpec,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PaymentSchedule,Payment schedule,String (30),,No,No,Yes,Yes,PaymSched,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PaymentDay,Payment day,String (10),,No,No,Yes,Yes,PaymDayId,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PaymentCashDiscount,Cash discount,String (10),,No,No,Yes,Yes,CashDisc,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PaymentTermsBaseDays,Payment terms base days,Integer,,No,No,Yes,Yes,CashDiscBaseDays,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PaymentBankAccount,Bank account,String (10),,No,No,No,No,BankAccount,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PaymentFactoringAccount,Factoring account,String (20),,No,No,Yes,Yes,FactoringAccount,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PaymentIdType,Payment ID type,String (10),,No,No,Yes,Yes,PaymIdType,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,PaymentUseCashDiscount,Use cash discount,Enum,0-Normal | 1-Always | 2-Never,No,No,Yes,Yes,UseCashDisc,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,CentralBankPurposeCode,Central bank purpose code,String (10),,No,No,Yes,Yes,BankCentralBankPurposeCode,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,CentralBankPurposeNotes,Notes,String (140),,No,No,Yes,Yes,BankCentralBankPurposeText,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,CreditCardAddressVerification,Address verification,Enum,0-None | 1-No | 2-Yes,No,No,Yes,Yes,CreditCardAddressVerification,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,CreditCardAddressVerificationIsAuthorizationVoidedOnFailure,Void transaction when no results are available,Enum,0-No | 1-Yes,No,No,Yes,Yes,CreditCardAddressVerificationVoid,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,CreditCardAddressVerificationLevel,Address verification status required to accept transactions,Enum,0-Always accept transaction | 1-Account holder | 3-Billing postal code | 2-Billing address,No,No,Yes,Yes,CreditCardAddressVerificationLevel,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,CreditCardCVC,Prompt for card verification value,Enum,0-None | 1-No | 2-Yes,No,No,Yes,Yes,CreditCardCVC,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,WarehouseIsASNGenerated,Generate ASN,Enum,0-No | 1-Yes,No,No,Yes,Yes,GenerateASN,WHSCustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,WarehouseIsEntireShipmentFilled,Fill entire shipment,Enum,0-No | 1-Yes,No,No,Yes,Yes,FillEntireOrder,WHSCustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,DefaultInventoryStatusId,Default inventory status ID,String (10),,No,No,Yes,Yes,DefaultInventStatusId,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,InvoiceAccount,Invoice account,String (20),,No,No,Yes,Yes,InvoiceAccount,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,InvoiceAddress,Invoice address,Enum,0-Invoice account | 1-Order account,No,No,Yes,Yes,InvoiceAddress,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,NumberSequenceGroup,Number sequence group,String (10),,No,No,Yes,Yes,numberSequenceGroup,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,GiroType,On a customer invoice,Enum,0-None | 1-FIK 65 | 2-BBS | 3-Blue slip | 4-Red slip | 5-FIK 762 | 6-Orange slip | 7-S101 | 8-S102 | 9-Finnish | 10-FIK 751 | 11-FIK 752,No,No,Yes,Yes,GiroType,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,GiroTypeFreeTextInvoice,On a free text invoice,Enum,0-None | 1-FIK 65 | 2-BBS | 3-Blue slip | 4-Red slip | 5-FIK 762 | 6-Orange slip | 7-S101 | 8-S102 | 9-Finnish | 10-FIK 751 | 11-FIK 752,No,No,Yes,Yes,GiroTypeFreeTextInvoice,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,GiroTypeInterestNote,On an interest note,Enum,0-None | 1-FIK 65 | 2-BBS | 3-Blue slip | 4-Red slip | 5-FIK 762 | 6-Orange slip | 7-S101 | 8-S102 | 9-Finnish | 10-FIK 751 | 11-FIK 752,No,No,Yes,Yes,GiroTypeInterestNote,CustTable
CustCustomerV3Entity,Customers V3,Yes,CustomerV3,Master,No,GiroTypeCollectionletter,On a collection letter,Enum,0-None | 1-FIK 65 | 2-BBS | 3-Blue slip | 4-Red slip | 5-FIK 762 | 6-Orange slip | 7-S101 | 8-S102 | 9-Finnish | 10-FIK 751 | 11-FIK 752,No,No,Yes,Yes,GiroTypeCollectionletter,CustTable
